Product,Rating,Review
POCO_X6_Pro 5G,5,"This is honestly the best midrange phone in the market. The only shortcomings are in the camera department, but in my personal opinion it actually clicks good photos. Of course not on par with the flagships of iphone and samsung. But still relatively speaking for the price, it's good.
Performance wise it's godly. The best phone for mobile gaming. Speakers are great. Haptic feedback is good. Battery and charging good. It charges to full within 45 min or so for me.
Design is meh. It's not bad. The yellow actually looks good compared to the black and grey. Camera module design is a bit all over the place. It's not compact. But it can be overlooked for the performance.
I may update this review in the future as I have had this phone for only a couple of days."
POCO_X6_Pro 5G,5,"Got it yesterday and writing my initial impressions
First of all let's address the elephant in the room processor and it's performance I would say just great phone is very smooth.
About display man it's beautiful really amazing and the speakers are loud and amazing.
Now let me give this line to mention the haptic it deserves the special mention for how good it is it's just great.
Now I would talk much about battery since it's just second day with this phone I'm testing this phone intensely so it's lasting about 4-6 hours sot during this I have installed apps and games although I would uninstall them later just to test thing I have installed them. But I have to say the charging is fast for me it's very fast it get charge from 20 to 90 in about 35-40 minutes.
Now about the camera although I haven't clicked much pics but I can say if you have good light photo will come out great but if not its not that good didn't recorded any video so I'm not sure about that. I would say it's good enough for me.

I have bought this for the processor and ufs 4.0, lpddr5x storage and Ram over other phone in this price range it lives up to my expectations.

My thought before deciding to get this phone was that while other phones has better camera and clean software but I'm sure I'm going to use it till it gets all it's updates and till then other phones will definitely slow down because future software will get even more demand. Because of the processor, storage and RAM that this has will definitely help in future.

Oh yeah about clean OS I removed all the unnecessary bloatware using Universal Android Debloater if you have access to pc give it a try."
POCO_X6_Pro 5G,5,"Poco the brand which is known as flagship killer
And they proved once they're the best in the market
From fan of poco f1 till it gives best performance
Camera 📸 needs to be improved and little bit battery drain is noticeable and this time they gives amoled which is best 🔥"
POCO_X6_Pro 5G,5,"Nice design, Performance best, Battry and camera decent but disply and software performance best in the price segment."
POCO_X6_Pro 5G,5,Don't think about the x3 series and the past experience. Go for x6 pro and seize it. It's a great value for money with decent camera
POCO_X6_Pro 5G,5,"Very good performance, camera is ok not very good, BGMI performance is fantastic"
POCO_X6_Pro 5G,5,"I'm using this phone for the last 1 week and the camera is pretty good, charging is real quick whereas the battery drains very fast... Gaming experience is of another level.. No heating issue at all and performance is really fantastic... I am just loving this phone😍😍❤
Battery backup- 3/5 however charging- 5/5
Front Camera- 3.5/5 Back Camera- 4/5
Performance - 5/5
Gaming experience- 5/5
Video quality/ sound quality- 5/5
Design- 4.5/5"
POCO_X6_Pro 5G,4,Every thing is good in this mobile I am using until 1week no issue I loved this phone I don't care what other things.. 😏 and this device support only 90fps it can't 120 fps please poco owner give a update for 120 fps gaming please🙏
POCO_X6_Pro 5G,5,My new mobile battery drain issue
POCO_X6_Pro 5G,5,"I dont know why other people gloryfying this phone. I have used a lot of redmi mobiles. Thats why i chose poco this time because its the rebranded version of redmi phones. I bought the 12/512 model.But after i start to use this phone my expectations were totally broked. These are the main issues i found in my model

1. Battery draining is more. Even though normal use. Not lasting even for a day
2. There is major stuttering and smudged visuals during video playback. This happens even on camera recorded videos. This problem is only when videos are playing.every app which plays video has same effect.
3. Even though its a 1.5k amoled. Some pictures are not viewing as its orginal clarity.

I dont know why this issues hapening. Poco should have resolve these problems through next os update. Optimization is very bad.Otherwise it will badly affect integrity and goodwill of your company."
POCO_X6_Pro 5G,5,"This is the best phone in this price segment.
pros
1. best chipset
2. best display
3. best battery backup
4. best gaming performance
5. Above average camera (front camera)
cons
1. Average camera (rear camera)"
POCO_X6_Pro 5G,5,"Proformanc supar
Battery awesome
Os jabardast
Camera average
Speed supar
Speaker good
Overall this is perfect phone for multitasking and gaming
And 12/512 modal supar value for money
I m happy 4.5 out 5
.5 cut only for camera"
POCO_X6_Pro 5G,5,"Truly a flagship killer smartphone. Overall value for money after considering all its specifications at this price point.
1. Android 14 out of the box (+3 years Android update
2. 4nm Processor having high antutu score around 1.4 million
3. RAM extension (upto extra 8gb) from Internal Storage (UFS 4.0 type)
4. 1.5K 120 Hz Amoled Display
These are some good features of this phone"
POCO_X6_Pro 5G,5,Nice display and super fast prosessor and battery 🔋🔋🔋 backup nice camera us 🌝
POCO_X6_Pro 5G,5,"I've been using it since last two weeks,

the performance is exceptionally good, courtesy of the flagship d8300 ultra processor, it's a beast,

battery back up is good with moderate usage, gets some time to get accustomed to the hyperos and the UI,

Camera is also good enough, with some experimenting around with the camera, you can get some stunning shots,

Bought the phone for performance and performance it delivers till now, (will update rest sometime later after using more out of the device)"
POCO_X6_Pro 5G,5,This is amazing phone at this price point. Buy it for performance not for camera.
POCO_X6_Pro 5G,5,"12gb ram and 512gb storage, you're crazy if you dont put in the extra 2k and get that version for your x6 pro.
Battery is sipped like a milkshake by the phone in performance mode with 120hertz refresh rate enabled.
If you game for 2hrs, battery goes down to 60% lol but its ok, the charger is 67w and will boost it back up in 20mins."
POCO_X6_Pro 5G,3,Only battery draining fast problem but overall performance good...
POCO_X6_Pro 5G,3,I like phone performance but battery drain fast
POCO_X6_Pro 5G,3,"If you are a camera lover please don't buy this mobile.
Day to day usage it is very good
First 2 days my battery drained very fast I don't understand the issue even phone is idel at that time also it has reduced 10 -15 %
I turned off the background sync and I reduced the screen refresh rate to normal then it is fine but not expect more than a day.
Display is very good
The processor is very good but os updates are required to more sustainable
Overall if you are looking for a good processor and display it is ok but if you need a good camera don't go for it."
POCO_X6_Pro 5G,4,"I have been using the 12/512gb varient and the phone is very light weight and feels good in hand, but the plastic back gives it a very cheap look and feel so I use the cover, moreover the battery life is decent maybe after another week of usage, I'll be able to determine the exact screen on time. The display is really good and It's visible even in Sunlight. The front camera is the best thing in this phone, this 16mp camera takes superb shots but the rear cam is average when compared with the phone's in this price range, the rear wide cam is good takes decent shots moreover cam dept can be updated through software updates and the the tone is a lil dull to my liking. The performance is amazing, every day task It can handle, gaming it can do, everything you throw at it, it'll handle with ease. (I have been using Poco X2, and when compared to that phone, The X2 has better rear cam). The phone is pretty fast and feels effortless while using!!!"
POCO_X6_Pro 5G,4,"Battery is average.

The camera is good on day lights and also good at night too."
POCO_X6_Pro 5G,4,Over heating and battery also drain fast
POCO_X6_Pro 5G,4,All rounder phone
POCO_X6_Pro 5G,4,The phone is superb in performance. But the only cons in this phone is battery backup. If you are a hardcore gamer than never think that you can get more than 5hr of battery backup.
POCO_X6_Pro 5G,4,"Battery 🔋 Drain automatically, why I don't know But Display and Performance top notch...
Pls push the Update and fix to Battery problem.
Overall Best Performance Phone in this Price range."
POCO_X6_Pro 5G,4,"Good smartphone in this price range
Display and touch very good
Stereo speaker sound rating 3/5
Battery backup good
Charging speed very good
No heating issue in normal use
But Samsung One Ui is always winner"
POCO_X6_Pro 5G,4,"I purchased this phone for normal usage as for this price specifications were outstanding. Two things are disappointing about this phone, one is battery and the other is the heating. The battery drains fast even at idle and the phone heats for no reason. I am charging 2 times a day with normal usage. I have not played any games so far."
POCO_X6_Pro 5G,4,Improved camera
POCO_X6_Pro 5G,3,Performance is very good.. But thist phone have battery backup is not good and also heating issue
POCO_X6_Pro 5G,3,"Mobile is fast and has good camera clarity for the price but a little bit of a heating problem I am facing.. Other than that it's good..
Thanks flipkart"
POCO_X6_Pro 5G,3,"Battery performance is very poor, it's draining too fast, overall good phone but only problem is battery draining"
POCO_X6_Pro 5G,3,"Big issue with battery
1.Battery getting heated for normal use only
2.Draining so fast

Camera-
Ok ok

Performance wise good
Pricing should be less"
POCO_X6_Pro 5G,3,"Battery drains very fast. Biggest negative is battery drain. Camera section needs to improve. After taking a picture, for few seconds the image freezing without processing"
POCO_X6_Pro 5G,5,All good👍 value for money
POCO_X6_Pro 5G,4,"Pros:
* Powerful processor
* Good display. Feels smooth and responsive.
* Takes about 40 mins for 0 to 100% charging
* 3 major updates and 4 years of security updates
* Very light
* Very good pricing for specs provided (only for gamers)

Cons
* Heating during gaming: I played fortnite 60fps and temp reached 45 C but when I removed back cover the temp dropped to 42 C which is still very high.
* Battery drains very quick

This will be the best phone for gamers in 25k-30k price range if Poco solves heating and battery drain problem. I hope Poco takes this seriously for the next update."
POCO_X6_Pro 5G,5,I am happy 😊
POCO_X6_Pro 5G,5,awesome for gaming
POCO_X6_Pro 5G,5,"Camera is good, not excellent.
Battery performance is good, some heating issues while charging or gaming.
This is a gaming phone, so performance is superb.
If you are looking for a gaming phone then go for it."
POCO_X6_Pro 5G,5,"Pros:
1) Nice crisp display, stereo loud Dolby Atmos speakers
2) Light weight (than it's earlier models)
3) It compute power is top notching Thanks to MediaTek Dimensity 8300 SOC, UFS 4.0, LPDDRX5 RAM
4) NFC

Cons:
1) No FM Radio,
2) No 3.5 MM jack port
3) Camera can be improved (both the sides)
4) Heating issue while Gaming/Benchmark run, fast battery draining"
POCO_X6_Pro 5G,5,"For regular usage it's only downside are it's camera,slight heat and just a little bit fast battery drain...then again our normal room temperature is 40 degrees nowadays so it's completely natural otherwise everything is perfect..too good performance wise."
POCO_X6_Pro 5G,5,"Poco did poco Really awesome performance, best gaming phone"
POCO_X6_Pro 5G,5,"Yes, I liked Poco X6 Pro...
Pros:
1. Excellent performance.
2. Best gaming in the range
3. Good Battery back up..barely goes below 50% in normal usage for 10-12 hours..
4. Fast Charging..
5. Minimal heating in normal games..

Cons:
1. Average Camera...but can be substituted by 3rd party apps..
2. Calling sensor not good...keeps on turning on the screen.."
POCO_X6_Pro 5G,5,Superb flagship killer phone comes with mid range price. Hyper OS handles all tasks very well. Display bezels ratio is 94.27% almost bezel less. 512 gb storage recommended. Grey colour gives prime look. Only issue is hard to find exact tempered glass and back cover.
POCO_X6_Pro 5G,5,"As i expected, everything is good, I'm happy with the phone.
Love the camera"
POCO_X6_Pro 5G,5,Worthy mobile at this budget range and storage will be a big plus!! Go for 512 GB variant
POCO_X6_Pro 5G,5,"12/512gb, dimensity 8300 ultra awesome processor with nice battery life feature. Camera also good. Front display fingerprint works good.
Overall I got all great features within 26200 only.
Turbo fast charging very nice features after processor and yes Very important this is my 6th mobile and past 15 years I never played games in mobile. I also have oneplus 11 but here I will never compare it because along with features money also matters."
POCO_X6_Pro 5G,5,"The display is very good and the phone is very light. Thank you Poco company, you have given us a very good phone, I am deeply grateful."
POCO_X6_Pro 5G,5,"It's a beast. Truly it was. In every aspect. It simply cruises into every task, irrespective of how hard it is, and comes out with ease. It's cool all the time. It has silky soft touch display. With 3 more OS updates and 4 years of security updates to come, it's a steal to have this mobile, which surpasses any flagship, with it's robust performance. Hope the deficit in the performance of camera gets perfect, with the firmware updates to come."
POCO_X6_Pro 5G,5,"Please use gcam and see the camera results ✌🤗
Nor"
POCO_X6_Pro 5G,5,"Rear and selfie Camera is beautiful in all aspects, capture natural colors. Stabilization is good while taking videos.
Display is top notch, performance is good no doubt about it.
Charging speed is awsum. It is very handy, lightweight. Battery backup is good too. Design is beautiful. I still use poco F1 but now I can say it's successor is finally dere. You can delete pre installed apps that's a new one. In display fingerprint is lighting quick and smooth, There are better customizatioms as well. It is a very close to a complete phone in under 30-35k range right now. One can go for it without hesitation.
Poco has improved there phones a lot."
POCO_X6_Pro 5G,4,"Osm Display 😍
Performance is top notch
Camera average
Front camera actually good
Iam facing Battery 🔋issue
Battery drains fast
Performance is first priority then go for it
I just buy this product for BGMI It's run very smoothly
Just loved it 😍"
POCO_X6_Pro 5G,4,"I will review it based on 5 criteria
1) Camera- above average, not very excellent but not bad also.
2)Battery- charging is very fast (takes about 50 mins to get fully charged) but similarly battery drain is also fast. If your use is extensive you might have to charge it 2 times per day.
3) Display- one of the best display ever, AMOLED and HDR display is one of the best i have ever seen.
4) Performance- performance is very fast due to very good processor.
Only issue is that the phone gets heated up very quickly even while doing basic task like video calling, so might need to keep it constantly under AC/fan.
5) Design- personally I like the design very much, especially the leather back.

Also it has xiomihyper OS and LPDDRX5 and UFS 4.0 which is really good.

So should you buy it? I think 12gb 512gb model is worth it if you are looking for performance and display ordiented phone and if you are getting a deal in less than 24k."
POCO_X6_Pro 5G,4,Nice
POCO_X6_Pro 5G,4,"Awesome phone, if you want performance just go for it. You will love it"
POCO_X6_Pro 5G,5,Over heating issues in 90fps gaming and battery draining.
POCO_X6_Pro 5G,5,"Don't think just go for it if you need a performance centric phone.
Camera is also good.
Edit - battery optimisation is really bad. Battery is draining really fast. You can play Bgmi on 90fps, using 5G mobile data, 3 hour max on full charge."
POCO_X6_Pro 5G,5,"Performance is satisfactory ,camera and battery is also very good. Best phone for normal use under 30k."
POCO_X6_Pro 5G,5,"Pro- Excellent Display, punchi colours, smooth and fast. Performance Beast. Handles every task like butter.
Feels light in hand. The Cameras are not that bad that people thoughts. The main camera actually performs better than my earlier Redmi Note 10 pro phone.
Latest superfast Ram DDR5 and UFS 4 storage memory are take this phone in the Premium segment.

Cons- Phone feels heat when using camera and while playing games even for 10...15 minutes of use. These are winter days and if the heating is can be feeling then think what will happened in the upcoming summer.
Design is good but not that. The Phone is performance oriented but the Bulky, big round Back Cameras popups more though they not perform that best.
Buttons are very shaky and made of cheap plastic, It fees.

Final conclusion is best for Gaming and decent photography. But so delicate. If it gets drop from the shirt pocket hight, it will definitely crack the complete body. So be careful."
POCO_X6_Pro 5G,3,"1. Big issue with battery. Draining too fast - 3/5
2. Camera is below average but because of AI features come up - 2/5
3. Display is good - 3/5
4. Performance is also good - 4/5
5. Design - Attaching dust to fast around the Camera - 3/5.

Facing Frequently connection issue while gaming.

Facing issue with file manager. Not able to delete folders from the file manager.

I exchange the device two times but after going to Flipkart godown they reduce the price of device too much I don't know why. Even though my device condition is good, I also mentioned all things about the exchange device at the time of order."
POCO_X6_Pro 5G,3,Silently Omitting a 3.5mm jack is not a good trend. The missing Micro SD card is another feature that will hurt in future.
POCO_X6_Pro 5G,5,"Many reviews says
Battery issues
Heating issues
Virtual proximity sensor issue
But there nothing like this , I have using this phone for more than 7 days. My last phone was x3 but now I have x6 pro.
It's performance is truly beast.
I have been playing bgmi almost whole day, it's battey is performing very great."
POCO_X6_Pro 5G,3,Use only 30 minute ond fon very heated😡🔥
POCO_X6_Pro 5G,3,"I am writing this review after used of 2 months.
Mobile performance is super but battery is behaving as if it is 3000mah. Have to charge twice even for normal use/ no use. Really need battery optimisation"
POCO_X6_Pro 5G,3,overall phone is gud but the worst part of is extreme level heating issue and high level of battry draining issue fix this in the future.
POCO_X6_Pro 5G,4,"Mixed thoughts after buying this mobile.

Pros:
1.Performance: The phone delivers commendable performance for smooth usage.
2.Display Quality: The display is good, providing a satisfying visual experience.

Cons:
1.Charging Time: Despite the 67W charger, the device takes longer than expected to charge, which could be a concern for users seeking quick recharges.
2.Poor Camera Quality: The camera falls short in delivering satisfactory image quality.
3.Short Battery Life: The battery drains quickly, lasting only half a day on average usage.

4.Outdated Design: The phone's design feels old and might not appeal to those looking for a modern aesthetic."
POCO_X6_Pro 5G,3,"Camera is bad.
Low light and night times the camera performance is worst.
Good processor Performance.
Network strength is lesser.
Battery is Ok.
Display is not up to the 1.5k 120hz. Average display compared to other AMOLED mobiles."
POCO_X6_Pro 5G,4,VERY NICE PERFORMANCE BUT THIS HAVE A MAIN ISSUE IS BATTERY DRIAN IF U R OK WITH IT THIS IS A KILLER 😈
POCO_X6_Pro 5G,4,Best in this price segment
POCO_X6_Pro 5G,4,Budget friendly performance beast..... selfie cam is good but rear cam is compromised...stereo surround sound...
POCO_X6_Pro 5G,4,"Phone is so light weight you can't even imagine, battery backup 5000mah is not upto the mark, quick charging is good, camera is ok not upto the mark photo get blurry when you zoom it."
POCO_X6_Pro 5G,4,"It's been 3 months since I got this device the price was 28k that time now it's 25499 for 12/512.

The cons are..
#bettry drained too quickly and #heating issue if using camera outside or while playing game like COD or BGMI

Pro's-
Performance is unbeatable in this price range
Portrait camera work's good it was not expected as it was a gaming phone"
POCO_X6_Pro 5G,4,"Good Screen, feels great except Camera (Seriously). Lot to improve. My POCO F5 has a great camera with stabilization. Choose F6."
POCO_X6_Pro 5G,4,"This is a very good smartphone for its price. There are some short-comings here and there but overall it's very good. Shortcomings include that its camera is not really good, the battery drains very fast and the most annoying thing is that it heats up very fast even in normal usage. If we keep the shortcomings aside then it really is a brilliant smartphone. The company also tells us that we get 3 years of OS updates and 4 years of security updates, so problems regarding battery drain and overheating might get resolved in future updates. And i bought this phone in may 2024. There is one way to save it from battery drainage and overheating that is turn on battery saver, I found it after using it for a couple of days."
POCO_X6_Pro 5G,4,"Overall experience is good
Thanks flipk"
POCO_X6_Pro 5G,4,"Low battery backup
Osm fast working"
POCO_X6_Pro 5G,4,Gaming mobile 😇
POCO_X6_Pro 5G,4,"Back camera very good, but battery performance very bad, display okay"
POCO_X6_Pro 5G,4,"Good work liket supereeerrrrrrrrrrrrrrrvkgdfhkmbcxzdgh
Gohb
Fujhhklkkk"
POCO_X6_Pro 5G,4,It's soopper for this price segment thank you Flipkart ❤️
POCO_X6_Pro 5G,4,"Phone is good. Just 3 things u need to know is battery drains fast however quick charge will charge the phone quickly, Camera is average and phone heats while gaming."
POCO_X6_Pro 5G,4,Mobile is very good but only one issue over heating
POCO_X6_Pro 5G,4,Nice products and very good 📷 poco x6 pro 5g
POCO_X6_Pro 5G,4,Good
POCO_X6_Pro 5G,4,"This phone is fantastic and amazing. Performance, design, display is really at the top level at this price. But only one thing is bad in this device that it heat little bit faster and battery backup is decent not so good and not so bad. But It battery part can compensate with 67watt turbo charger. Only these 2 things you should remind, other part of the phone are really good and nice.
Thank You"
POCO_X6_Pro 5G,4,"The Great performance monster phone 📱
Good design
Good battery🔋
Good display
Not good at photos 📷
But best video"
POCO_X6_Pro 5G,4,"Camra / 10 me se 5
Battery 🔋/ 10 me se 6
Display/ 10/8
Gaming performance prosesor 10/10"
POCO_X6_Pro 5G,4,Camera is good👍
POCO_X6_Pro 5G,4,"The battery drains a bit.
Other than that phone is good"
POCO_X6_Pro 5G,4,"Writing after using 12 days, b4 m a redmi user but 1st time shifted to poco after seeing its specs, everything is top notch in this budget 29k , Display is super, battery will last for 1day as medium hard user, performance is super fast, hyperOs is super, and comes with Android 14 and will get updates for 3 yrs and 4yrs for security updates, speakers are loud enough, processor is super fast MTD 8300ultra, charging in 40 to 45min, 5G works really fast and perfect, in hand feel is very good, camera is good average, haptic feedback is good, In this price segment i got really a worthy product"
POCO_X6_Pro 5G,4,"Overall performance is good , also gives good performance in gaming, but the phone heats too much even in multimedia usage only. And battery also drains very fast, i have mi note 7 too with 4000 mah battery that lasts more than this phone . Hope so the company will fix this in next update."
POCO_X6_Pro 5G,4,"KCPD performance
Makkan jaise smooth
Quality display
Loud sound
Little compromise for camera
Good and better device for budget gamers"
POCO_X6_Pro 5G,4,"Good Performance
Not bad to camera
Worth for money 👍"
POCO_X6_Pro 5G,5,This phone is like a...... monster I'm playing game's like genshin impact and mobile legends for hours.....and it's battery life is incredible plus it's came with 67W dash charger so try to buy poco series because it's IND made..... giving all 5 star ⭐.....
POCO_X6_Pro 5G,3,Heating issues
POCO_X6_Pro 5G,5,Very Nice
POCO_X6_Pro 5G,5,"Camera 10/7
Performance 10/10
Battery🔋 10/8
Display 10/10
BGMI play in 90FPS 6 hour
Battery 0% to 100% in 40 minutes"
POCO_X6_Pro 5G,5,"The phone is awesome, specially with the inclusion of hyper os the phone become super smooth. Overall a complete package under 30k.Absloutly love the phone."
POCO_X6_Pro 5G,5,Best phone for Gaming and Daily Usage
POCO_X6_Pro 5G,5,Good product value for mo
POCO_X6_Pro 5G,5,Best gaming phone I love it bgmi 90 fps !!!!!!
POCO_X6_Pro 5G,5,THIS DEVICE GAMING PERFORMANCE ARE VERY GOOD
POCO_X6_Pro 5G,5,Excellent performance 👍 services
POCO_X6_Pro 5G,5,Ok
POCO_X6_Pro 5G,5,"Average camera, battery and design.

Display and Performance is very good at this Price. i like it

Increases device temperature When playing games ( BGMI at high graphic settings ).

Dual Stereo speakers are very good."
POCO_X6_Pro 5G,5,"Cameras very good, display very good,Ultra speed mobile."
POCO_X6_Pro 5G,5,Very good phone nice performance..........
POCO_X6_Pro 5G,5,Very good poco x6 pro mob
POCO_X6_Pro 5G,5,Outstanding performance under 30K .
POCO_X6_Pro 5G,5,Beast smartphone for gaming and day to day work.Style and design is impressive too
POCO_X6_Pro 5G,5,"Very Good Product
Battery Littel Bit Faster Dran"
POCO_X6_Pro 5G,5,Very good
POCO_X6_Pro 5G,5,Value for money and camera is good in daily uses...
POCO_X6_Pro 5G,5,Good phone for extreme gaming 🔥🔥
POCO_X6_Pro 5G,5,Best
POCO_X6_Pro 5G,5,Super
POCO_X6_Pro 5G,5,Nice
POCO_X6_Pro 5G,5,Super
POCO_X6_Pro 5G,5,"If you want flagship performance in mid range, This one is for you."
POCO_X6_Pro 5G,5,Most helpful And Best gaming phone.12/512.
POCO_X6_Pro 5G,5,Nyc product
POCO_X6_Pro 5G,5,"Best phone under 30K, go for it guys."
POCO_X6_Pro 5G,5,I loved it nice phone 😍😍
POCO_X6_Pro 5G,5,"Excellent for gaming and screen experience, but camera wise"
POCO_X6_Pro 5G,5,Great product. Totally worth the money . A beast under 25k . No heating issue just a little warm while playing high graphic games . Good battery backup. Good camera .buy it if ur budget is below 30k.
POCO_X6_Pro 5G,5,Value for money very smooth gaming experience with codm with 120 fps after 3 months no changes in performance 😀
POCO_X6_Pro 5G,5,So good 👍
POCO_X6_Pro 5G,5,BGMI Extreme Plus ( 90FPS ) 😍
POCO_X6_Pro 5G,5,Just awesome. I love the gaming performance. But a little heating and battery issues...
POCO_X6_Pro 5G,5,"Phone feels premium, even camera is also good in this price range."
POCO_X6_Pro 5G,5,I like this product very much but it's heats very fast
POCO_X6_Pro 5G,5,Good for gaming
POCO_X6_Pro 5G,5,Very good display!
