Product,Rating,Review
OnePlus 11R 5G,5,Good Model and make
OnePlus 11R 5G,5,nice product
OnePlus 11R 5G,5,Nice product gaming phone and very good performance
OnePlus 11R 5G,5,Nice one plus phone very good experience🥰🥰🥰🥰
OnePlus 11R 5G,5,Best Product from OnePlus...Worth buying it 🙂
OnePlus 11R 5G,5,Nice phone it is better than nothing
OnePlus 11R 5G,5,Nice design and camera 📸 quality
OnePlus 11R 5G,5,Performance was good
OnePlus 11R 5G,5,Yesterday I purchased. Battery and performance will confirm after some day use
OnePlus 11R 5G,5,"I have been using this device for the past one month, and so far, I haven't encountered any issues.
Everything is good
Here are my review
Display 5/5
Battery 4/5
Charging speed 5/5
Haptic feedback 5/5
Speaker 4/5
Performance 5/5"
OnePlus 11R 5G,5,Best mobile at best price...
OnePlus 11R 5G,4,"Camera Quality Is Just Awesome 😎
Good Performance...
Totally The Mobile Is So Nice"
OnePlus 11R 5G,4,Nice Camera.....
OnePlus 11R 5G,5,"Battery 10/10
Camera 10/10
Voice quality 10/10"
OnePlus 11R 5G,4,Nice mobile and performance is very good
OnePlus 11R 5G,5,"Good product nice battery
Good display
Design super
All is ok"
OnePlus 11R 5G,4,Everything perfect except weight. . Little bit heavy
OnePlus 11R 5G,5,Excellent mobile
OnePlus 11R 5G,5,Super
OnePlus 11R 5G,4,"Updated to Android 14. Overall good phone, performance, built quality, display, oxygen os, call quality, network reception, sound, battery backup, charging speed, all are good, except the camera department. Front camera has a face beauty mode, which does not work properly. It shows smooth skin while capturing but then makes the skin look rough again after capturing, so it just spoils the joy of taking selfies. Retouch/beautify during video call option is disabled in this phone. So, without these basic and essential camera features I don't recommend anybody to buy this phone."
OnePlus 11R 5G,5,Value for money product
OnePlus 11R 5G,5,Must buy great product
OnePlus 11R 5G,4,Everything is all right except the battery
OnePlus 11R 5G,4,"The Phone Is Very Nice, But Battery Is Reducing Is Not Accepted, Need To Improve Battery Performance, That's It, Happy For The Product 🥰"
OnePlus 11R 5G,4,Good product but battery performance slow
OnePlus 11R 5G,5,Good 👍🏻 value for money #oneplus11r
OnePlus 11R 5G,5,Quick delivery and good response...best mobile
OnePlus 11R 5G,5,Great experience....
OnePlus 11R 5G,5,Gud camera clarity.. so many new things in phone technology is more applicable.. worth buying
OnePlus 11R 5G,4,good experance OnePlus tq flipka
OnePlus 11R 5G,5,Nice
OnePlus 11R 5G,4,Ok
OnePlus 11R 5G,5,Nice phone
OnePlus 11R 5G,5,Superb
OnePlus 11R 5G,4,Overall gud
OnePlus 11R 5G,4,Very good mobile
OnePlus 11R 5G,4,Super
OnePlus 11R 5G,5,Soo good👍
OnePlus 11R 5G,4,"Good product,but back camera design is just like Chinese phone"
OnePlus 11R 5G,5,Very much satisfied
OnePlus 11R 5G,5,Good
OnePlus 11R 5G,5,"Product is so good 👍
And camera battery also awesome 💯😎"
OnePlus 11R 5G,5,🥰🥰🥰🥰 awesome phone picture quality are best 🥰
OnePlus 11R 5G,4,Wonderful phone with good design n battery life but I am facing issue of having thin line of pink and green colour on my display screen
OnePlus 11R 5G,5,Perfect Night Mode with best performance
OnePlus 11R 5G,5,Excellent
OnePlus 11R 5G,5,Excellent 👍
OnePlus 11R 5G,5,"Awesome 👍 my best phone ❤️
Best camera ❤️
Best performance ❤️❤️"
OnePlus 11R 5G,5,One of the best model one plus have using this phone past 2 months the display is Excellent..
OnePlus 11R 5G,5,Awesome phone
OnePlus 11R 5G,5,Super hero OnePlus 11R
OnePlus 11R 5G,5,"Masterpiece in performance and love the display of this phone.
Waiting for some update to improve camera functions.it could have been improved .
Worth to buy"
OnePlus 11R 5G,4,"I was One plus 7 pro user.
Display quality is not that satisfactory because it have 451 ppi only.
Primary 50 mp camera is good but another 2 (wild angle and macro) is only 8 and 2.
Night vision camera is good again only 50mp camera works satisfactory rest 2 cameras are useless I will say.
The processor and speed is mind-blowing.
Selfie camera is average.
Battery charging speed is incredible It charges 100% only in 20-25 minutes.
That work around 7 8 hours heavy performance and normal usage you can use upto entire day.
Game is experience is good.
Phone built quality and comfort is good.
If you are looking under 50k this is a good phone(16/256gb)
Feature (display,camera, processor) wise One plus 11 is better than one plus 11r but obviously you have to pay more extra bucks.
I will rate
Display 3.5/5
Processor 5/5
Camera 3/5
Battery 4.5/5"
OnePlus 11R 5G,5,My new phone one plus
OnePlus 11R 5G,5,Superb 5/5
OnePlus 11R 5G,5,Overall very good phone
OnePlus 11R 5G,5,"Good performance, 13.1 software updated , no green line issue. Updated features. NYC phone 👌👌"
OnePlus 11R 5G,5,Nise mobile
OnePlus 11R 5G,5,No doubt just buy it .....☺️
OnePlus 11R 5G,5,Good Camera
OnePlus 11R 5G,5,I bought for my brother
OnePlus 11R 5G,5,Very Nice 👍🙂
OnePlus 11R 5G,5,"awesome night mode, I just loved that mode"
OnePlus 11R 5G,5,A another level performance 💝 no comparison of this ph❤️ love it 🥰
OnePlus 11R 5G,5,Super 👍
OnePlus 11R 5G,5,"Delivery system is too bad
Next point mobile review the battery backup is too good and charging so fast display quality good sound system also good and it's my fvrt out of rating 10/9"
OnePlus 11R 5G,5,Intresting
OnePlus 11R 5G,5,Very good. Camera and design of mobile
OnePlus 11R 5G,4,"I have been using it for a month now. I was looking for a phone that provided a good battery backup along with a good camera and obviously very good performance.
This phone has till now held all of the above requirements good. Very satisfied with the experience."
OnePlus 11R 5G,5,This Phone is a perfect piece for performance but camera zooming features not much satisfied. Audio quality and music features are extraordinary. Overall ratings for this Phone I will give 4/5 stars
OnePlus 11R 5G,5,Nice product....i like it.... very nice and very easy useful product. Camera performance is very good 👍...and also beautiful designed mobile pic.
OnePlus 11R 5G,4,The carema is good but the wide angle and telephoto lens could have been better. And oneplus should introduce a 3.5mm headphone jack to their device.
OnePlus 11R 5G,5,Exllent battery back and Superb camera and totally superb phone 📱
OnePlus 11R 5G,5,Very Good
OnePlus 11R 5G,5,Battery is not good as per 5000 mah and overall good phone I recommend to buy
OnePlus 11R 5G,5,Nice Phone
OnePlus 11R 5G,5,Best Mobile to purchase. Everything is best.
OnePlus 11R 5G,5,overall good
OnePlus 11R 5G,5,Value for money
OnePlus 11R 5G,5,"Quality product not expected.. battery issues 😡
An hetting isue...."
OnePlus 11R 5G,5,Just wow
OnePlus 11R 5G,4,All things is nice but weight is too much ...and Battery backup is not like 5000 mh
OnePlus 11R 5G,5,"better than iPhone 14
camera⭐️⭐️⭐️⭐️⭐️
performance⭐️⭐️⭐️⭐️⭐️
gaming⭐️⭐️⭐️⭐️⭐️
battery ⭐️⭐️⭐️⭐️⭐️"
OnePlus 11R 5G,4,"I really like this phone because it has a long-lasting battery. It can last for hours and days without needing to be recharged. I also like the design and features of the phone, which make it convenient and easy to use."
OnePlus 11R 5G,5,Very 👍👍👍👍👍👍👍👍👍 goog
OnePlus 11R 5G,5,Amazing Phone 📱
OnePlus 11R 5G,5,Nice phone love 💕💕 one plus
OnePlus 11R 5G,5,"Could have done better with the camera for low lighting shots, But still a better one in OnePlus models.

Cons:
No wide angle for the front camera.
No HDR pictures in wide angle or zoomed clicks."
OnePlus 11R 5G,5,"Phone is good, excellent performance, good enough camera quality...I am using first time phone of one plus and much satisfied.."
OnePlus 11R 5G,5,"Very nice mobile, battery backup, display, camera all are good and also haptics are good"
OnePlus 11R 5G,3,All things perfectly good performance working specially camera it is excellent image capture. But only battery Draining fast is a problem I have faced for this phone. Please fix this problem OnePlus team 👍🏼
OnePlus 11R 5G,3,"Oneplus 11R is very very good experience at this price range. Camera quality is good.chargeing speed awesone 0--100% just 30 min. But battery quality is not very good. Only 9--10 hours screen on time. Nfc supported. Wifi and network connection is awesome. Screen refresh quality
really very very good.

Display ----5*
Design ---4*
Camera---4*
Chargeing---5*
Battery ---3*
Wifi/Data---5*"
OnePlus 11R 5G,3,Night mode photos soft
OnePlus 11R 5G,3,"Battery discharging fast, not even in yse"
OnePlus 11R 5G,3,not worth against cost. Xiaomi 10 pro max has better experience.
OnePlus 11R 5G,5,Very good product
OnePlus 11R 5G,5,"OnePlus 11R nice everything is well work charging betery was very fast 👍, but mobile when you use net little longer it started hit
Over all very good"
OnePlus 11R 5G,5,"Battery will not stand at list 8 hours
Battery problem is the most horrible thing and front camera is also not good"
OnePlus 11R 5G,5,I love this mobile
OnePlus 11R 5G,5,Very good mobile
OnePlus 11R 5G,5,Overall good
OnePlus 11R 5G,5,Good
OnePlus 11R 5G,5,Good mobil
OnePlus 11R 5G,3,"Battery 🔋 back up is not good.If you want long lasting battery don't go with this phone.
Back camera is good but after zooming photo will be blur.and Rear Camera also not very good"
OnePlus 11R 5G,5,"It's outstanding device, Glad to get it well in time, Design is so fabulous😋✨"
OnePlus 11R 5G,5,Very very very good
OnePlus 11R 5G,5,Nice phone
OnePlus 11R 5G,5,My favourite brand
OnePlus 11R 5G,5,Excellent
OnePlus 11R 5G,4,Great experience 🙂🙂
OnePlus 11R 5G,5,So nice thes phone
OnePlus 11R 5G,5,"Within one month my one puls 11r is death because of just rain water lock
The one puls show rooms says no warranty coverage because of water lock
My motherboard has been death
And finnally within one month one puls 11r death
This is very very bad
So plz don't buy this product
Waste of my amount and one puls service centre workers also not response (TNagar branch)"
OnePlus 11R 5G,5,Ok ok
OnePlus 11R 5G,5,Good quality..
OnePlus 11R 5G,5,Mobile is awesome
OnePlus 11R 5G,4,A beast of a Phone
OnePlus 11R 5G,4,After two days uses phone so good in every aspect
OnePlus 11R 5G,5,Nice phone
OnePlus 11R 5G,5,Nice
OnePlus 11R 5G,4,Good
OnePlus 11R 5G,5,I really loved the camera and display.
OnePlus 11R 5G,4,Everything is good but the heating issue is there.
OnePlus 11R 5G,5,"Nice phone in camera prosesser an display
Good features.speker are good quality.Gaming performance is good PUBG mobile in 90 fps smooth game play for this device
Fast charging Customers like the performance, quality and charging speed of the cellular phone. For example, they mention it works efficiently, has an excellent processor and that it supports 100W fast charging
Back and front camera are good
This phone is good for this price
Good night mode camera and video"
OnePlus 11R 5G,5,It's a very powerful efficient phone. It is a killer Phone
OnePlus 11R 5G,5,"Excellent mobile, i think successful model of one plus. Thanq u Flipkart. The offer price is also reasonable for 16gb."
OnePlus 11R 5G,5,Nice phone
OnePlus 11R 5G,5,Highly recommended wow Flipkart
OnePlus 11R 5G,5,Excellent phone.
OnePlus 11R 5G,4,"It's good... But realme mobiles has more features than this with this rate.
Mobile gets little heat if we use whole day."
OnePlus 11R 5G,5,Nice proformance
OnePlus 11R 5G,5,"Very so exllent






Good 👍"
OnePlus 11R 5G,5,Awesome produt
OnePlus 11R 5G,4,"Battery is draining too fast...
Overall very good 👍
Camera is 5/5
Display is 5/5
Design is ok"
OnePlus 11R 5G,5,Value for money.
OnePlus 11R 5G,4,All good
OnePlus 11R 5G,5,Mobile was good back camera must be improved
OnePlus 11R 5G,5,Super
OnePlus 11R 5G,4,Very good product in this range
OnePlus 11R 5G,4,Ok
OnePlus 11R 5G,5,Nice product
OnePlus 11R 5G,5,Good phone anda piece
OnePlus 11R 5G,4,Good phone
OnePlus 11R 5G,5,Wrost product
OnePlus 11R 5G,5,"Just one day of use,
The camera and volume ****/5.
The performance and display is very nice battery back up and also very nice *****/5.
Most of all the best and fastest service is Flipkart *****👌👏"
OnePlus 11R 5G,5,Nice
OnePlus 11R 5G,5,Ok.
OnePlus 11R 5G,5,"Superb quality
Superb quality"
OnePlus 11R 5G,5,Overall good
OnePlus 11R 5G,4,🔥 hot ness. Problem
OnePlus 11R 5G,4,Nice ☝️ OnePlus
OnePlus 11R 5G,5,Very nice product
OnePlus 11R 5G,5,Photo and desing and battery perfomence superb
OnePlus 11R 5G,3,Excellent Mobile
OnePlus 11R 5G,5,Battary backup very poor
OnePlus 11R 5G,5,Good
OnePlus 11R 5G,5,Nice product
OnePlus 11R 5G,5,One plus at it's best
OnePlus 11R 5G,5,Nice mobile hi
OnePlus 11R 5G,3,Battery drain fastly useless product
OnePlus 11R 5G,4,Video quality is more better than Camera Picture quality..Performance is A1
OnePlus 11R 5G,4,Good
OnePlus 11R 5G,5,Simply superb
OnePlus 11R 5G,5,Awesome
OnePlus 11R 5G,5,Battery is definitely not worth the premium price
OnePlus 11R 5G,5,Superb performance
OnePlus 11R 5G,4,Nice
OnePlus 11R 5G,5,Supper
OnePlus 11R 5G,5,Very nice
OnePlus 11R 5G,5,Good
OnePlus 11R 5G,5,Great product
OnePlus 11R 5G,5,Superb
OnePlus 11R 5G,5,Awesome flagship phone. I love it
OnePlus 11R 5G,5,Really appreciate this model.....m so glad...to sharing the feedback really superb attractive
OnePlus 11R 5G,5,Awesome superb quality mobile
OnePlus 11R 5G,5,Nice phone with a good camera and battery
OnePlus 11R 5G,3,100w full charge 40min....this is very bad
OnePlus 11R 5G,5,Good performance
OnePlus 11R 5G,5,Red🔴 line and green line display problems only 3 month users experience oneplus 11r phone's
OnePlus 11R 5G,5,Awesome phone
OnePlus 11R 5G,4,Perfect phone for photography
OnePlus 11R 5G,5,It has 16 gb ram but it hanged some time.
OnePlus 11R 5G,4,Overall good phone
OnePlus 11R 5G,5,Excellent product
OnePlus 11R 5G,4,"beautiful phone, I love it!"
OnePlus 11R 5G,5,Okay
OnePlus 11R 5G,5,Very nice purchase...feel good 😊
OnePlus 11R 5G,5,Great Phone..
OnePlus 11R 5G,5,I am very like phone
OnePlus 11R 5G,5,"Excellent product, Love it."
OnePlus 11R 5G,5,Nice
OnePlus 11R 5G,5,Super
OnePlus 11R 5G,4,Good
OnePlus 11R 5G,5,Awesome Product
OnePlus 11R 5G,4,Excellent
OnePlus 11R 5G,4,Overall good experience
OnePlus 11R 5G,5,All over best phone as expected 😇
OnePlus 11R 5G,5,Poor battery
OnePlus 11R 5G,4,"Camera,display and performance is good"
OnePlus 11R 5G,5,"Very poor battery backup
Don't buy"
OnePlus 11R 5G,5,Worth for money. Good product
OnePlus 11R 5G,5,Nice product
OnePlus 11R 5G,5,Finally got good one
OnePlus 11R 5G,3,I liked the phone but it can improve the camera quality battery performance is also good but sometimes I m also facing heating issues as well
OnePlus 11R 5G,5,Very osm😍😍
OnePlus 11R 5G,5,wonderful phone for buissness
OnePlus 11R 5G,5,No Words to say About this really superb
OnePlus 11R 5G,5,Superb Phone
OnePlus 11R 5G,5,Awesome 😎
OnePlus 11R 5G,5,It's awesome 👍
OnePlus 11R 5G,3,Not happy with camera quality its dull😑😑😑.
OnePlus 11R 5G,5,It's best
OnePlus 11R 5G,5,Camara not clean
OnePlus 11R 5G,5,Fabulous Phone
OnePlus 11R 5G,4,Very Nice product
OnePlus 11R 5G,5,Good phone..
OnePlus 11R 5G,5,Good 👍👍
OnePlus 11R 5G,5,ONEPLUS 11R 5G GOOD CONDITION PHONE AND IAM SO HAPPY FROM FILPKART.
OnePlus 11R 5G,5,Butiful
OnePlus 11R 5G,4,Best mobile
OnePlus 11R 5G,5,Good product full Paisa wasul
OnePlus 11R 5G,4,Good
OnePlus 11R 5G,5,Excellent
OnePlus 11R 5G,5,I have been using this mobile for the last 6 months and it works nice value for money 💰
OnePlus 11R 5G,5,This fone is very good and performance is very good
OnePlus 11R 5G,5,Good
OnePlus 11R 5G,5,The camera and performance is great.
OnePlus 11R 5G,5,Good mobile
OnePlus 11R 5G,5,Best product
OnePlus 11R 5G,5,"I am satisfied with this phone. Excellent performance, Heavy processor, Excellent Camera. Good phone this prise segment. One plus 11R killing Phone."
OnePlus 11R 5G,5,"The phone offered a superb experience for both gaming and design enthusiasts. It had a powerful processor, a high-resolution screen, and a long-lasting battery. The phone also supported a variety of apps and tools that enhanced the creativity and productivity of the users. The phone was a fantastic choice for anyone looking for a versatile and reliable device."
OnePlus 11R 5G,5,Product is awesome to use. Very happy with the product and it's features.
OnePlus 11R 5G,5,Best Quality product
OnePlus 11R 5G,5,Good Performance
OnePlus 11R 5G,4,Good deal
OnePlus 11R 5G,5,V Good
OnePlus 11R 5G,5,Good
OnePlus 11R 5G,5,Amazing Smartphone... Best in this range
OnePlus 11R 5G,5,This is one of the best Android phone under 40k
OnePlus 11R 5G,3,"Not velu for money 💰

money west

Don't by this product"
OnePlus 11R 5G,5,Good mobile
OnePlus 11R 5G,5,Nice
OnePlus 11R 5G,5,Good product
OnePlus 11R 5G,5,Good mobile in my collection
OnePlus 11R 5G,5,I bought this phone within 3 months while it slip in my hand and got damaged back panel..... Not worth it ..
OnePlus 11R 5G,5,Good
OnePlus 11R 5G,5,Good ram and gb ... One plus 11R is best model... I'm so happy🥰🥰👍
OnePlus 11R 5G,5,Flagship
OnePlus 11R 5G,5,Best camera....
OnePlus 11R 5G,5,Just awesome
OnePlus 11R 5G,4,Excellent
OnePlus 11R 5G,5,Product is superb High Quality
OnePlus 11R 5G,4,"I used this phone for a month, I can say it is the best phone in this range ❤️"
OnePlus 11R 5G,5,I written reviewcafter 6 month use
OnePlus 11R 5G,5,Very excellent mobile
OnePlus 11R 5G,3,This Product is very good 😊
OnePlus 11R 5G,5,Very nice and satisfying amount
OnePlus 11R 5G,4,Very nice good product
OnePlus 11R 5G,5,Good 👍
OnePlus 11R 5G,5,"Worst mobile and worst software update
Recently brought mobile within month touch not working.
Without any broken display and mis handle
Really worst .. lost u r data and money never t ry buy oneplus model my small suggestion."
OnePlus 11R 5G,4,Good Product
OnePlus 11R 5G,5,Not like
OnePlus 11R 5G,4,Best performance 😄👍
OnePlus 11R 5G,5,"Very Satisfied with this product,,,,,"
OnePlus 11R 5G,5,Nice fone
OnePlus 11R 5G,5,"Simply Awesome
I have been using it for the last 3 months without any issues"
OnePlus 11R 5G,5,Product is very super
OnePlus 11R 5G,5,Nice
OnePlus 11R 5G,5,Very good mobile go for it
OnePlus 11R 5G,5,The camera is very good battery is very fast charging value for money
OnePlus 11R 5G,5,The best one ever
OnePlus 11R 5G,4,Nice
OnePlus 11R 5G,3,Good
OnePlus 11R 5G,5,OnePlus camera lens all ways some thing more
OnePlus 11R 5G,5,Fabulous camera ultimate
OnePlus 11R 5G,5,Waste product
OnePlus 11R 5G,3,Nice product
OnePlus 11R 5G,5,Not bye this mobile after 6 months not working properly....
OnePlus 11R 5G,5,Product was not batter as per Flipkart. Rating
OnePlus 11R 5G,5,Good
OnePlus 11R 5G,4,"Simply awesome...
Fullfilled all the expectations like camera, display, performance,quick charging,sound quality......"
OnePlus 11R 5G,4,Best Product....
OnePlus 11R 5G,3,"Mobile desing amd display and battery charging and drain best 5 star
But some options on not available this os like samsung mobiles wallpapers and live wallpapers unlimited download n including direct setting wall papers and thens store unlimited
Saparate themes saparate icons apply optiona avalible on samaung mobiles.

This mobile not available that options that was minus this mobiles"
OnePlus 11R 5G,5,Excellent
OnePlus 11R 5G,5,Everything superb
OnePlus 11R 5G,5,Very nice
OnePlus 11R 5G,5,Awesome performance....for those who love high speed processors and top notch gaming experience..camera is also good
OnePlus 11R 5G,5,Nice camera
OnePlus 11R 5G,5,"Nice product, thank you Flipkart"
OnePlus 11R 5G,5,Really nice
OnePlus 11R 5G,5,Super phone thanks filipkart love u sooo much🥰🥰🥰
OnePlus 11R 5G,5,Very nice 👌
OnePlus 11R 5G,5,Super se uper mobile
OnePlus 11R 5G,4,Good
OnePlus 11R 5G,5,Awesome phone very hard performance thank you for #oneplus mobile
OnePlus 11R 5G,5,Good
OnePlus 11R 5G,5,"Worst product ever. Charger and cable connection port burnt out due to heat within 1 month, fast charging not working."
OnePlus 11R 5G,5,Oswom
OnePlus 11R 5G,4,Worth every single penny
OnePlus 11R 5G,4,Very good
OnePlus 11R 5G,5,Performance Very good And Fast Charging Awesome
OnePlus 11R 5G,5,Amazing
OnePlus 11R 5G,5,superb
OnePlus 11R 5G,5,Good mobile. Liked it.
OnePlus 11R 5G,5,"Best performance mobile for this budget
Thank you flipkart ❤️"
OnePlus 11R 5G,5,Very very good product
OnePlus 11R 5G,5,Good
OnePlus 11R 5G,5,Best budget premium phone 📱
OnePlus 11R 5G,5,Good product
OnePlus 11R 5G,5,I love this phone awesome one
OnePlus 11R 5G,4,Good one
OnePlus 11R 5G,5,Good product and good flipkart
OnePlus 11R 5G,5,Camara is very all about phone good
OnePlus 11R 5G,5,Nice picture 😊
OnePlus 11R 5G,5,Wow nice mobile love this mobile great plus mobile
OnePlus 11R 5G,5,"Battery hot hoti,"
OnePlus 11R 5G,5,Good Mobile
OnePlus 11R 5G,5,This product is superb....i like the design and camera.... display is also superb.....just don't buy it for serious competitive gaming
OnePlus 11R 5G,5,Nice phone
OnePlus 11R 5G,5,SUPERB
OnePlus 11R 5G,5,Nic all super
OnePlus 11R 5G,5,"Awesome camera and design rating on top
I hope performance are life long batter"
OnePlus 11R 5G,4,Good but price ranges more
OnePlus 11R 5G,5,Nice phone
OnePlus 11R 5G,4,Over all good 👍
OnePlus 11R 5G,5,Value for money
